,Hotel_name,Are, Review, price,url,facilities,checklist_facilities,city
10,Al Mukhtara Golden,600 m from center, 6.1 ,290,https://booking.com/hotel/sa/fndq-lmkhtr-ldhhby.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=164287301_186951475_0_0_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=11&amp;highlighted_blocks=164287301_186951475_0_0_0&amp;hpos=11&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=164287301_186951475_0_0_0__29000&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,['Free WiFi'],"['Pets:Pets are not allowed.:', 'Internet:WiFi is available in public areas and is free of charge.:', 'Parking:', 'No parking available.:', 'Services:Daily housekeeping:Additional charge:Private check-in/out:Gift shop:Express check-in/out:Additional charge:24-hour front desk:', 'Safety &amp; Security:Safe:Additional charge:', 'General:Adults only:Convenience store (on site):Air conditioning:Smoke-free property:Shops (on site):Heating:Elevator:Facilities for disabled guests:Non-smoking rooms:']",Madinah
11,SAS RTL Hotel,3.6 km from center, 8.2 ,165,https://booking.com/hotel/sa/lmdyn-lmnwr.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=101207001_90045874_0_0_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=12&amp;highlighted_blocks=101207001_90045874_0_0_0&amp;hpos=12&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=101207001_90045874_0_0_0__16500&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,['Restaurant'],"['Pets:Pets are not allowed.:', 'Food &amp; Drink:On-site coffee shop:Bottle of water:', 'Internet:WiFi is available in the hotel rooms and is free of charge.:', 'Parking:', 'Free private parking is available  on site (reservation is not needed).:Accessible parking:Street parking:Secure parking:', 'Front Desk Services:ATM on site:Express check-in/out:24-hour front desk:', 'Cleaning Services:Ironing service:Dry cleaning:Additional charge:Laundry:Additional charge:', 'Business Facilities:Fax/Photocopying:Additional charge:', 'Safety &amp; Security:Fire extinguishers:CCTV outside property:CCTV in common areas:Smoke alarms:Security alarm:24-hour security:', 'General:Grocery deliveries:Additional charge:Air conditioning:Shops (on site):Gift shop:Elevator:Family rooms:Hair/Beauty salon:Non-smoking rooms:Room service:', 'Languages Spoken:', 'Arabic:English:Hindi:']",Madinah
12,الروض للشقق المفروشة,6 km from center, 9.3 ,713,https://booking.com/hotel/sa/lrwd-llshqq-lmfrwsh.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=580197201_239370665_4_0_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=13&amp;highlighted_blocks=580197201_239370665_4_0_0&amp;hpos=13&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=580197201_239370665_4_0_0__71250&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,['Non-smoking rooms'],"['Parking:', 'Free public parking is available  on site (reservation is not needed).:', 'Internet:WiFi is available in all areas and is free of charge.:', 'Kitchen:Dining table:Cleaning products:Stovetop:Kitchenware:Electric kettle:Washing machine:Refrigerator:', ""Bedroom:Childrens' cribs:Wardrobe or closet:"", 'Bathroom:Towels:Bidet:Free toiletries:Shower:Body soap:Conditioner:Shampoo:Toothbrush:Walk-in shower:Toilet paper:Guest bathroom:Bathtub or shower:Private bathroom:Toilet:Shared bathroom:', 'Living Area:Dining area:Sofa:Sitting area:', 'Media &amp; Technology:Flat-screen TV:DVD Player:TV:', 'Room Amenities:Hypoallergenic pillow:Non-feather pillow:Adapter:Socket near the bed:Sofa bed:Fold-up bed:Clothes rack:', 'Pets:Pets are not allowed.:', 'Accessibility:Accessible by elevator:Lower sink:Roll-in shower:Adapted bath:Entire unit wheelchair accessible:Entire unit located on ground floor:', 'General:Soundproof:Iron:Trash cans:Air conditioning:Tile/Marble floor:Private entrance:Family rooms:Ironing facilities:', 'Food &amp; Drink:Bottle of water:Bar:Minibar:Tea/Coffee maker:', 'View:Quiet street view:Inner courtyard view:City view:Mountain view:View:', 'Languages Spoken:', 'Arabic:English:']",Madinah
13,فندق شقة غرف عزاب شقق,8 km from center,7.6,40,https://booking.com/hotel/sa/fndq-shq-grf-zb-shqq.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=631226301_246510763_21_0_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=14&amp;highlighted_blocks=631226301_246510763_21_0_0&amp;hpos=14&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=631226301_246510763_21_0_0__4000&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,['Facilities for disabled guests'],"['Parking:', 'Parking options available:Street parking:', 'Internet:No internet access available.:', 'Kitchen:Shared kitchen:Dryer:Kitchenware:Washing machine:Refrigerator:', 'Bathroom:Bidet:Slippers:Shower:Walk-in shower:Guest bathroom:Bathtub or shower:Shared toilet:Toilet:Shared bathroom:', 'Room Amenities:Hypoallergenic pillow:Socket near the bed:Trash cans:Clothes rack:Tile/Marble floor:', 'Pets:Pets are not allowed.:', 'Accessibility:Raised toilet:Entire unit located on ground floor:', 'Common Areas:Shared lounge/TV area:', 'Services &amp; Extras:Executive Lounge Access:', 'Building Characteristics:Private apartment in building:Semi-detached:Detached:', 'Outdoor &amp; View:Inner courtyard view:', 'Cleaning Services:Daily housekeeping:Laundry:', 'Miscellaneous:Air conditioning:Smoke-free property:Non-smoking rooms:']",Madinah
14,Mawaddah Al Safwa Hotel,650 m from center, 7.0 ,350,https://booking.com/hotel/sa/mawadah-al-salwa.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=31855301_246196537_0_2_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=15&amp;highlighted_blocks=31855301_246196537_0_2_0&amp;hpos=15&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=31855301_246196537_0_2_0__35000&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,[],"['Pets:Pets are not allowed.:', 'Food &amp; Drink:Restaurant:', 'Internet:WiFi is available in some hotel rooms and is free of charge.:', 'Parking:', 'Parking options available:Street parking:Secure parking:', 'Services:Daily housekeeping:Shared lounge/TV area:ATM on site:Fax/Photocopying:Gift shop:24-hour front desk:Room service:', 'Safety &amp; Security:Fire extinguishers:CCTV outside property:CCTV in common areas:Smoke alarms:Security alarm:24-hour security:Safe:', 'General:Convenience store (on site):Air conditioning:Shops (on site):Elevator:Family rooms:Non-smoking rooms:']",Madinah
15,Mawaddah Al Waha Hotel,750 m from center, 6.8 ,250,https://booking.com/hotel/sa/mawadat-al-waha.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=31855601_246193661_0_0_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=16&amp;highlighted_blocks=31855601_246193661_0_0_0&amp;hpos=16&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=31855601_246193661_0_0_0__25000&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,['Free parking'],"['Pets:Pets are not allowed.:', 'Internet:', 'Parking:', 'Street parking:', 'Services:Concierge:Baggage storage:Fax/Photocopying:Additional charge:Ironing service:Additional charge:24-hour front desk:', 'General:Air conditioning:Smoke-free property:Heating:Elevator:Family rooms:Facilities for disabled guests:']",Madinah
16,Al Fakhamah Al Masiyah Furnished Units,2.1 km from center, 8.3 ,230,https://booking.com/hotel/sa/lfkhm-lmsy.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=228943215_172319230_2_0_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=17&amp;highlighted_blocks=228943215_172319230_2_0_0&amp;hpos=17&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=228943215_172319230_2_0_0__23000&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,['Family rooms'],"['Pets:Pets are not allowed.:', 'Food &amp; Drink:Chocolate/Cookies:Additional charge:Bottle of water:', 'Internet:WiFi is available in all areas and is free of charge.:', 'Parking:', 'Free private parking is available  on site (reservation is not needed).:Accessible parking:Parking garage:Street parking:Secure parking:', 'Front Desk Services:Private check-in/out:ATM on site:Express check-in/out:24-hour front desk:', ""Entertainment &amp; Family Services:Kids' TV channels:"", 'Cleaning Services:Daily housekeeping:Shoeshine:Laundry:', 'Business Facilities:Meeting/Banquet facilities:', 'Safety &amp; Security:Fire extinguishers:CCTV outside property:CCTV in common areas:Smoke alarms:Security alarm:24-hour security:Safe:', 'General:Convenience store (on site):Shared lounge/TV area:Designated smoking area:Air conditioning:Smoke-free property:Hypoallergenic room available:Shops (on site):Soundproof rooms:Elevator:Honeymoon suite:Family rooms:Facilities for disabled guests:Non-smoking rooms:Room service:', 'Languages Spoken:', 'Arabic:English:']",Madinah
17,نزل اريس للوحدات السكنية,4 km from center,7.6,160,https://booking.com/hotel/sa/rkn-rys-llwhdt-lskny.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=626469302_243873375_8_0_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=18&amp;highlighted_blocks=626469302_243873375_8_0_0&amp;hpos=18&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=626469302_243873375_8_0_0__16000&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,['Free WiFi'],"['Pets:Pets are not allowed.:', 'Internet:No internet access available.:', 'Parking:', 'Free public parking is available  on site (reservation is not needed).:', 'Miscellaneous:Air conditioning:Family rooms:Non-smoking rooms:', 'Languages Spoken:', 'Arabic:English:']",Madinah
18,OYO 447 Retaj Al Fedy Units,1.9 km from center, 6.3 ,383,https://booking.com/hotel/sa/retaj-al-fedy-units.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=279899807_247402048_2_0_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=19&amp;highlighted_blocks=279899807_247402048_2_0_0&amp;hpos=19&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=279899807_247402048_2_0_0__38292&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,['Restaurant'],"['Pets:Pets are not allowed.:', 'Food &amp; Drink:Bottle of water:', 'Internet:WiFi is available in the hotel rooms and is free of charge.:', 'Accessibility:Wheelchair accessible:', 'Parking:', 'Free public parking is available  on site (reservation is not possible).:Secure parking:', 'Services:Daily housekeeping:24-hour front desk:Room service:', 'Safety &amp; Security:Fire extinguishers:CCTV outside property:CCTV in common areas:Security alarm:Safe:', 'General:Air conditioning:Elevator:Family rooms:Facilities for disabled guests:Non-smoking rooms:', 'Languages Spoken:', 'Arabic:English:Hindi:']",Madinah
19,Rawdhat Al Mukhtara Hotel,650 m from center, 5.2 ,250,https://booking.com/hotel/sa/fndq-rwd-lmkhtr.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=291912604_109176624_0_0_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=20&amp;highlighted_blocks=291912604_109176624_0_0_0&amp;hpos=20&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=291912604_109176624_0_0_0__25000&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,['Non-smoking rooms'],"['Pets:Pets are not allowed.:', 'Accessibility:Lowered sink:Raised toilet:Toilet with grab rails:Wheelchair accessible:', 'Internet:WiFi is available in public areas and is free of charge.:', 'Parking:', 'Parking options available:Parking garage:Street parking:Secure parking:', 'Services:Daily housekeeping:Lockers:Private check-in/out:ATM on site:Express check-in/out:Ironing service:Additional charge:Dry cleaning:Additional charge:24-hour front desk:Room service:', 'Safety &amp; Security:Fire extinguishers:CCTV outside property:CCTV in common areas:Smoke alarms:Security alarm:24-hour security:', 'General:Convenience store (on site):Designated smoking area:Air conditioning:Hypoallergenic room available:Shops (on site):Soundproof rooms:Elevator:Family rooms:Facilities for disabled guests:Non-smoking rooms:', 'Languages Spoken:', 'Arabic:English:']",Madinah
20,Riyadh Al-Madinah,6 km from center,7.6,675,https://booking.com/hotel/sa/casa-la-palm-2881.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=442891401_132597309_2_0_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=21&amp;highlighted_blocks=442891401_132597309_2_0_0&amp;hpos=21&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=442891401_132597309_2_0_0__67500&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,['Fitness center'],"['Parking:', 'Free public parking is available  on site (reservation is not needed).:Street parking:', 'Internet:WiFi is available in the hotel rooms and is free of charge.:', 'Kitchen:Dining table:Cleaning products:Oven:Kitchenware:Electric kettle:Washing machine:Dishwasher:Refrigerator:', ""Bedroom:Childrens' cribs:Wardrobe or closet:"", 'Bathroom:Towels:Free toiletries:Shower:Toilet paper:Bathtub or shower:Attached bathroom:Toilet:', 'Living Area:Dining area:Sofa:Sitting area:', 'Media &amp; Technology:Flat-screen TV:Satellite channels:TV:', 'Room Amenities:Fan:Iron:Socket near the bed:Trash cans:Drying rack for clothing:Clothes rack:Tile/Marble floor:Interconnecting room(s) available:Carpeted:Ironing facilities:', 'Pets:Pets are not allowed.:', 'Accessibility:Upper floors accessible by stairs only:', 'Outdoors:Garden:', 'Food &amp; Drink:Grocery deliveries:Additional charge:', 'Building Characteristics:Private apartment in building:', 'Transportation:Airport drop-off:Additional charge:Airport pickup:Additional charge:Airport shuttle:', 'Outdoor &amp; View:City view:Mountain view:View:', ""Entertainment &amp; Family Services:Kids' TV channels:"", 'Cleaning Services:Daily housekeeping:Additional charge:Laundry:Additional charge:', 'Miscellaneous:Air conditioning:Smoke-free property:Heating:Family rooms:Non-smoking rooms:', 'Languages Spoken:', 'Arabic:English:']",Madinah
21,Delights Inn,3.7 km from center, 8.7 ,380,https://booking.com/hotel/sa/delights-inn-lmdyn-lmnwr.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=345718417_241383970_2_0_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=22&amp;highlighted_blocks=345718417_241383970_2_0_0&amp;hpos=22&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=345718417_241383970_2_0_0__38000&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,[],"['Pets:Pets are not allowed.:', 'Food &amp; Drink:On-site coffee shop:Breakfast in the room:Bar:', 'Accessibility:Auditory guidance:Visual aids (tactile signs):Visual aids (Braille):Lowered sink:Raised toilet:Toilet with grab rails:Wheelchair accessible:', 'Internet:WiFi is available in the hotel rooms and is free of charge.:', 'Parking:', 'Free private parking is available  on site (reservation is not needed).:Accessible parking:Parking garage:Street parking:Secure parking:', 'Front Desk Services:Private check-in/out:ATM on site:Express check-in/out:24-hour front desk:', 'Cleaning Services:Daily housekeeping:', 'Business Facilities:Business center:Additional charge:Meeting/Banquet facilities:Additional charge:', 'Safety &amp; Security:Fire extinguishers:CCTV outside property:CCTV in common areas:Smoke alarms:Security alarm:', 'General:Shuttle service:Convenience store (on site):Shuttle service (free):Air conditioning:Smoke-free property:Hypoallergenic room available:Shops (on site):Soundproof rooms:Gift shop:Elevator:Honeymoon suite:VIP room facilities:Family rooms:Hair/Beauty salon:Facilities for disabled guests:Non-smoking rooms:Room service:', 'Languages Spoken:', 'Arabic:English:Urdu:']",Madinah
22,OYO 463 Mawada Alaziziya,8 km from center,7.6,139,https://booking.com/hotel/sa/oyo-463-mawada-alaziziya.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=638488401_253271079_2_0_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=23&amp;highlighted_blocks=638488401_253271079_2_0_0&amp;hpos=23&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=638488401_253271079_2_0_0__13934&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,['Free parking'],"['Pets:Pets are not allowed.:', 'Food &amp; Drink:Bottle of water:Additional charge:', 'Internet:WiFi is available in the hotel rooms and is free of charge.:', 'Parking:', 'Free private parking is available  on site (reservation is not needed).:Secure parking:', 'Services:Daily housekeeping:24-hour front desk:Room service:', 'Safety &amp; Security:Fire extinguishers:CCTV outside property:CCTV in common areas:Security alarm:', 'General:Air conditioning:Elevator:Family rooms:Facilities for disabled guests:Non-smoking rooms:', 'Languages Spoken:', 'Arabic:Hindi:']",Madinah
23,Zowar International Hotel,750 m from center, 6.9 ,470,https://booking.com/hotel/sa/zowar-international.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=37968101_200156731_0_42_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=24&amp;highlighted_blocks=37968101_200156731_0_42_0&amp;hpos=24&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=37968101_200156731_0_42_0__47000&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,['Free WiFi'],"['Pets:Pets are not allowed.:', 'Food &amp; Drink:On-site coffee shop:Chocolate/Cookies:Additional charge:Fruit:Additional charge:Kid-friendly buffet:Snack bar:Breakfast in the room:Restaurant:', 'Internet:WiFi is available in the hotel rooms and is free of charge.:', 'Parking:', 'Private parking is available at a location nearby (reservation is not possible) and costs  SAR 100 per  day.:Accessible parking:Parking garage:Street parking:Secure parking:', 'Front Desk Services:Lockers:Private check-in/out:Concierge:Baggage storage:Additional charge:Currency exchange:Express check-in/out:24-hour front desk:', 'Cleaning Services:Daily housekeeping:', 'Business Facilities:Fax/Photocopying:Additional charge:', 'Safety &amp; Security:Fire extinguishers:CCTV outside property:CCTV in common areas:Security alarm:24-hour security:Safe:', 'General:Convenience store (on site):Shared lounge/TV area:Designated smoking area:Air conditioning:Smoke-free property:Hypoallergenic room available:Shops (on site):Heating:Gift shop:Elevator:Family rooms:Non-smoking rooms:Newspapers:Room service:', 'Languages Spoken:', 'Arabic:English:French:Turkish:Urdu:']",Madinah
24,Pullman Zamzam Madina,350 m from center, 8.4 ,"1,200",https://booking.com/hotel/sa/pullman-zamzam-madina.html?aid=397594&amp;label=gog235jc-1FCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=127933742_246098458_2_25_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=25&amp;highlighted_blocks=127933742_246098458_2_25_0&amp;hpos=25&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=127933742_246098458_2_25_0__120000&amp;srepoch=1587068931&amp;srpvid=d5c99001d9880051&amp;ucfs=1&amp;from=searchresults,['Airport shuttle (free)'],"['Pets:Pets are not allowed.:', ""Food &amp; Drink:On-site coffee shop:Chocolate/Cookies:Additional charge:Fruit:Additional charge:Kid-friendly buffet:Kids' meals:Additional charge:Breakfast in the room:Restaurant:"", 'Accessibility:Wheelchair accessible:', 'Internet:WiFi is available in all areas and is free of charge.:', 'Parking:', 'Free private parking is available  on site (reservation is not needed).:Accessible parking:Parking garage:Secure parking:', 'Transportation:Airport drop-off:Additional charge:Airport pickup:Additional charge:', 'Front Desk Services:Private check-in/out:Concierge:Baggage storage:Currency exchange:Express check-in/out:24-hour front desk:', 'Cleaning Services:Daily housekeeping:Additional charge:Suit press:Additional charge:Shoeshine:Ironing service:Additional charge:Dry cleaning:Additional charge:Laundry:Additional charge:', 'Business Facilities:Fax/Photocopying:Additional charge:Business center:Additional charge:Meeting/Banquet facilities:Additional charge:', 'Safety &amp; Security:Safe:', 'General:Airport shuttle (additional charge):Air conditioning:Smoke-free property:Car rental:Elevator:Honeymoon suite:VIP room facilities:Family rooms:Facilities for disabled guests:Non-smoking rooms:Newspapers:Room service:', 'Languages Spoken:', 'Arabic:German:English:French:Hindi:Filipino:Turkish:Urdu:']",Madinah
25,Madinah Mövenpick Hotel,350 m from center, 7.6 ,599,https://booking.com/hotel/sa/madinah-movenpick.html?aid=397594&amp;label=gog235jc-1DCAEoggI46AdIM1gDaMQBiAEBmAExuAEXyAEM2AED6AEB-AECiAIBqAIDuALnor70BcACAQ&amp;sid=9a8ae4d8867833bea83d9859cbe75bff&amp;all_sr_blocks=23865821_244670208_2_0_0&amp;checkin=2020-05-10&amp;checkout=2020-05-11&amp;dest_id=-3092186&amp;dest_type=city&amp;group_adults=2&amp;group_children=0&amp;hapos=1&amp;highlighted_blocks=23865821_244670208_2_0_0&amp;hpos=1&amp;no_rooms=1&amp;sr_order=popularity&amp;sr_pri_blocks=23865821_244670208_2_0_0__59900&amp;srepoch=1587068940&amp;srpvid=644a9005016d002f&amp;ucfs=1&amp;from=searchresults,['Restaurant'],"['Pets:Pets are not allowed.:', 'Food &amp; Drink:Restaurant:', 'Internet:WiFi is available in all areas and is free of charge.:', 'Parking:', 'No parking available.:', 'Front Desk Services:Concierge:ATM on site:Currency exchange:24-hour front desk:', 'Entertainment &amp; Family Services:Babysitting/Child services:', 'Cleaning Services:Shoeshine:Ironing service:Additional charge:Dry cleaning:Additional charge:Laundry:Additional charge:', 'Business Facilities:Fax/Photocopying:Additional charge:Business center:Meeting/Banquet facilities:Additional charge:', 'Safety &amp; Security:Safe:', 'General:Air conditioning:Shops (on site):Elevator:Family rooms:Facilities for disabled guests:Non-smoking rooms:Newspapers:Room service:', 'Languages Spoken:', 'Arabic:English:Hindi:Indonesian:']",Madinah
